School,Year,Paper Number,Question Number,Topic,Subtopic,"Difficulty 
1 - Normal
2 - Slightly Challenging
3 - Challenging",Difficulty
Jurong,2023,1,12,Kinematics,,2,Challenging
Jurong,2023,2,1,Exponential and Log,,1,Normal
Jurong,2023,2,2,Polynomials,,1,Normal
Jurong,2023,2,3a,Trigonometry,Proving Trigo Functions,2,Challenging
Jurong,2023,2,3b,Trigonometry,Solving Trigo Functions,1,Normal
Jurong,2023,2,4,Differentiation,Stationary Points,1,Normal
Jurong,2023,2,5,Trigonometry,Special Angles,1,Normal
Jurong,2023,2,6,Exponential and Log,Drawing Log / Exponential Graphs,2,Challenging
Jurong,2023,2,7,Trigonometry,R-Formula,1,Normal
Jurong,2023,2,"8a, b",Differentiation,Rate of Change,2,Challenging
Jurong,2023,2,8c,Integration,Differentiate then Integrate,2,Challenging
Jurong,2023,2,9,Coordinate Geometry (Circle),,3,Very Challenging
Jurong,2023,2,10,Integration - Area under curve,,2,Challenging
Mayflower,2023,1,1,Equation and Inequality,,2,Challenging
Mayflower,2023,1,2,Equation and Inequality,,1,Normal
Mayflower,2023,1,3i,Trigonometry,Proving Trigo Functions,2,Challenging
Mayflower,2023,1,3ii,Integration,,,
Mayflower,2023,1,4,Partial Fractions,,2,Challenging
Mayflower,2023,1,5i,Differentiation,Increasing / Decreasing Functions,1,Normal
Mayflower,2023,1,5ii,Differentiation,Tangent / Normal,,
Mayflower,2023,1,6,Trigonometry,Drawing Trigo Graphs,2,Challenging
Mayflower,2023,1,7,Differentiation,Rate of Change,1,Normal
Mayflower,2023,1,"8a, b",Differentiation,,1,Normal
Mayflower,2023,1,8c,Integration,,,
Mayflower,2023,1,9,Proof of Plane Geometry,,,
Mayflower,2023,1,10,Trigonometry,Drawing Trigo Graphs,3,Very Challenging
Mayflower,2023,1,11,Surds,,1,Normal
Mayflower,2023,1,12,Differentiation,Stationary Points,1,Normal
Mayflower,2023,1,13,Integration - Area under curve,,2,Challenging
Mayflower,2023,2,1,Exponential and Log,,1,Normal
Mayflower,2023,2,2,Equation and Inequality,,1,Normal
Mayflower,2023,2,3,Integration,Differentiate then Integrate,2,Challenging
Mayflower,2023,2,4,Kinematics,,2,Challenging
Mayflower,2023,2,5,Binomial Expansion,,1,Normal
Mayflower,2023,2,6,Polynomials,,1,Normal
Mayflower,2023,2,7,Trigonometry,R-Formula,1,Normal
Mayflower,2023,2,8,Integration,Tangent / Normal,2,Challenging
Mayflower,2023,2,9,Linear Law,,2,Challenging
Mayflower,2023,2,10,Coordinate Geometry (Circle),,3,Very Challenging
Mayflower,2023,2,11,Differentiation,Stationary Points,1,Normal
Methodist Girls,2023,1,1,Surds,,1,Normal
Methodist Girls,2023,1,2i,Differentiation,Increasing / Decreasing Functions,1,Normal
Methodist Girls,2023,1,2ii,Differentiation,Rate of Change,1,Normal
Methodist Girls,2023,1,3,Polynomials,,1,Normal
Methodist Girls,2023,1,4,Trigonometry,Drawing Trigo Graphs,1,Normal
Methodist Girls,2023,1,5,Differentiation,Tangent / Normal,2,Challenging
Methodist Girls,2023,1,6,Binomial Expansion,,3,Very Challenging
Methodist Girls,2023,1,7,Exponential and Log,,2,Challenging
Methodist Girls,2023,1,8,Differentiation,Stationary Points,2,Challenging
Methodist Girls,2023,1,9,Differentiation,Stationary Points,2,Challenging
Methodist Girls,2023,1,10,Trigonometry,Special Angles,2,Challenging
Methodist Girls,2023,1,11,Proof of Plane Geometry,,,
Methodist Girls,2023,1,12,Coordinate Geometry,,2,Challenging
Methodist Girls,2023,2,1,Integration,Integrate with Partial Fraction,2,Challenging
Methodist Girls,2023,2,2,Coordinate Geometry (Circle),,1,Normal
Methodist Girls,2023,2,3,Integration,Differentiate then Integrate,1,Normal
Methodist Girls,2023,2,4,Trigonometry,R-Formula,2,Challenging
Methodist Girls,2023,2,5,Exponential and Log,,2,Challenging
Methodist Girls,2023,2,6,Trigonometry,Proving Trigo Functions,3,Very Challenging
Methodist Girls,2023,2,7,Equation and Inequality,,2,Challenging
Methodist Girls,2023,2,8,Linear Law,,2,Challenging
Methodist Girls,2023,2,9,Kinematics,,2,Challenging
Methodist Girls,2023,2,10,Integration - Area under curve,,2,Challenging
Montfort,2023,1,1,Exponential and Log,,2,Challenging
Montfort,2023,1,2,Surds,,1,Normal
Montfort,2023,1,3,Trigonometry,Principal Values,2,Challenging
Montfort,2023,1,4,Partial Fractions,,1,Normal
Montfort,2023,1,5,Linear Law,,2,Challenging
Montfort,2023,1,6,Integration,Tangent / Normal,2,Challenging
Montfort,2023,1,7,Kinematics,,2,Challenging
Montfort,2023,1,8,Differentiation,Stationary Points,2,Challenging
Montfort,2023,1,9a,Trigonometry,Proving Trigo Functions,1,Normal
Montfort,2023,1,9b,Trigonometry,Solving Trigo Functions,,
Montfort,2023,1,10,Polynomials,,1,Normal
Montfort,2023,1,11,Coordinate Geometry (Circle),,2,Challenging
Montfort,2023,1,12,Proof of Plane Geometry,,,
Montfort,2023,1,13,Integration - Area under curve,,2,Challenging
Montfort,2023,1,14,Kinematics,,2,Challenging
Montfort,2023,2,1,Differentiation,,1,Normal
Montfort,2023,2,2,Integration,Differentiate then Integrate,1,Normal
Montfort,2023,2,3,Binomial Expansion,,3,Very Challenging
Montfort,2023,2,4a,Differentiation,Increasing / Decreasing Functions,,
Montfort,2023,2,4b,Differentiation,Tangent / Normal,,
Montfort,2023,2,5,Exponential and Log,,1,Normal
Montfort,2023,2,6,Equation and Inequality,,2,Challenging
Montfort,2023,2,7,Exponential and Log,,2,Challenging
Montfort,2023,2,8a,Differentiation,Rate of Change,1,Normal
Montfort,2023,2,8b,Differentiation,Stationary Points,,
Montfort,2023,2,9,Trigonometry,Drawing Trigo Graphs,1,Normal
Montfort,2023,2,10,Trigonometry,R-Formula,1,Normal
Montfort,2023,2,11,Coordinate Geometry,,3,Very Challenging
Nan Chiau,2023,1,1,Surds,,1,Normal
Nan Chiau,2023,1,2,Integration,Differentiate then Integrate,1,Normal
Nan Chiau,2023,1,3,Equation and Inequality,,2,Challenging
Nan Chiau,2023,1,4,Partial Fractions,,1,Normal
Nan Chiau,2023,1,5,Exponential and Log,,1,Normal
Nan Chiau,2023,1,6,Trigonometry,Special Angles,2,Challenging
Nan Chiau,2023,1,7a,Trigonometry,Proving Trigo Functions,1,Normal
Nan Chiau,2023,1,7b,Trigonometry,Solving Trigo Functions,,
Nan Chiau,2023,1,8,Coordinate Geometry,,2,Challenging
Nan Chiau,2023,1,9,Linear Law,,2,Challenging
Nan Chiau,2023,1,10,Kinematics,,2,Challenging
Nan Chiau,2023,1,11a,Differentiation,Increasing / Decreasing Functions,2,Challenging
Nan Chiau,2023,1,"11c, d",Differentiation,Tangent / Normal,,
Nan Chiau,2023,1,12,Proof of Plane Geometry,,,
Nan Chiau,2023,2,1,Trigonometry,Drawing Trigo Graphs,2,Challenging
Nan Chiau,2023,2,2,Integration,,2,Challenging
Nan Chiau,2023,2,3,Differentiation,Rate of Change,1,Normal
Nan Chiau,2023,2,4,Integration - Area under curve,,2,Challenging
Nan Chiau,2023,2,5,Exponential and Log,,3,Very Challenging
Nan Chiau,2023,2,6,Polynomials,,3,Very Challenging
Nan Chiau,2023,2,7,Binomial Expansion,,3,Very Challenging
Nan Chiau,2023,2,8,Trigonometry,R-Formula,2,Challenging
Nan Chiau,2023,2,9,Coordinate Geometry,,3,Very Challenging
Nan Chiau,2023,2,10,Differentiation,Stationary Points,2,Challenging
Ngee Ann,2023,1,1,Equation and Inequality,,1,Normal
Ngee Ann,2023,1,2,Surds,,1,Normal
Ngee Ann,2023,1,3,Exponential and Log,,1,Normal
Ngee Ann,2023,1,4,Trigonometry,Special Angles,1,Normal
Ngee Ann,2023,1,5,Partial Fractions,,1,Normal
Ngee Ann,2023,1,6,Equation and Inequality,,1,Normal
Ngee Ann,2023,1,7,Trigonometry,Drawing Log / Exponential Graphs,1,Normal
Ngee Ann,2023,1,8,Proof of Plane Geometry,,,
Ngee Ann,2023,1,9,Integration,,1,Normal
Ngee Ann,2023,1,10,Differentiation,Tangent / Normal,1,Normal
Ngee Ann,2023,1,11,Differentiation,Rate of Change,1,Normal
Ngee Ann,2023,1,12,Coordinate Geometry,,2,Challenging
Ngee Ann,2023,1,13,Linear Law,,1,Normal
Ngee Ann,2023,1,14,Kinematics,,2,Challenging
Ngee Ann,2023,2,1,Trigonometry,Principal Values,1,Normal
Ngee Ann,2023,2,2,Binomial Expansion,,1,Normal
Ngee Ann,2023,2,3a,Trigonometry,Proving Trigo Functions,1,Normal
Ngee Ann,2023,2,3b,Trigonometry,Solving Trigo Functions,,
Ngee Ann,2023,2,4,Polynomials,,1,Normal
Ngee Ann,2023,2,5a,Differentiation,Increasing / Decreasing Functions,1,Normal
Ngee Ann,2023,2,5b,Differentiation,Stationary Points,,
Ngee Ann,2023,2,6,Differentiation,Stationary Points,1,Normal
Ngee Ann,2023,2,7,Trigonometry,R-Formula,2,Challenging
Ngee Ann,2023,2,8,Coordinate Geometry (Circle),,2,Challenging
Ngee Ann,2023,2,9ai,Exponential and Log,Drawing Log / Exponential Graphs,2,Challenging
Ngee Ann,2023,2,"9aii, iii, b",Exponential and Log,,2,Challenging
Ngee Ann,2023,2,10,Integration - Area under curve,,2,Challenging
Pasir Ris,2023,1,1,Trigonometry,Principal Values,1,Normal
Pasir Ris,2023,1,2,Equation and Inequality,,2,Challenging
Pasir Ris,2023,1,3,Exponential and Log,,1,Normal
Pasir Ris,2023,1,4,Differentiation,Increasing / Decreasing Functions,2,Challenging
Pasir Ris,2023,1,5,Binomial Expansion,,1,Normal
Pasir Ris,2023,1,6,Application of Differentiation,Stationary Points,2,Challenging
Pasir Ris,2023,1,7,Integration,Integrate with Partial Fraction,1,Normal
Pasir Ris,2023,1,8,Exponential and Log,,1,Normal
Pasir Ris,2023,1,9,Coordinate Geometry (Circle),,2,Challenging
Pasir Ris,2023,1,10,Surds,,1,Normal
Pasir Ris,2023,1,11,Linear Law,,2,Challenging
Pasir Ris,2023,1,12,Trigonometry,Special Angles,2,Challenging
Pasir Ris,2023,1,13a,Trigonometry,Proving Trigo Functions,2,Challenging
Pasir Ris,2023,1,13a,Integration,,2,Challenging
Pasir Ris,2023,1,14,Proof of Plane Geometry,,,
Pasir Ris,2023,2,1,Exponential and Log,Drawing Log / Exponential Graphs,1,Normal
Pasir Ris,2023,2,2,Polynomials,,1,Normal
Pasir Ris,2023,2,3,Trigonometry,Drawing Trigo Graphs,1,Normal
Pasir Ris,2023,2,4,Integration - Area under curve,,2,Challenging
Pasir Ris,2023,2,5,Differentiation,Stationary Points,2,Challenging
Pasir Ris,2023,2,6,Trigonometry,Solving Trigo Functions,2,Challenging
Pasir Ris,2023,2,7,Trigonometry,R-Formula,2,Challenging
Pasir Ris,2023,2,8,Differentiation,Rate of Change,2,Challenging
Pasir Ris,2023,2,9,Kinematics,,2,Challenging
Pasir Ris,2023,2,10,Coordinate Geometry,,2,Challenging
Pasir Ris,2023,2,11,Equation and Inequality,,3,Very Challenging
Presbyterian High,2023,1,1,Equation and Inequality,,1,Normal
Presbyterian High,2023,1,2,Integration,Tangent / Normal,1,Normal
Presbyterian High,2023,1,3,Equation and Inequality,,1,Normal
Presbyterian High,2023,1,4,Polynomials,,1,Normal
Presbyterian High,2023,1,5,Partial Fractions,,2,Challenging
Presbyterian High,2023,1,6,Binomial Expansion,,1,Normal
Presbyterian High,2023,1,7,Proof of Plane Geometry,,,
Presbyterian High,2023,1,8,Coordinate Geometry (Circle),,1,Normal
Presbyterian High,2023,1,9,Linear Law,,2,Challenging
Presbyterian High,2023,1,10,Trigonometry,Drawing Trigo Graphs,2,Challenging
Presbyterian High,2023,1,11,Kinematics,,1,Normal
Presbyterian High,2023,1,12,Differentiation,Increasing / Decreasing Functions,2,Challenging
Presbyterian High,2023,1,13,Coordinate Geometry,,2,Challenging
Presbyterian High,2023,2,1,Exponential and Log,,1,Normal
Presbyterian High,2023,2,2,Trigonometry,Special Angles,1,Normal
Presbyterian High,2023,2,3a,Trigonometry,Proving Trigo Functions,1,Normal
Presbyterian High,2023,2,3b,Trigonometry,Solving Trigo Functions,1,Normal
Presbyterian High,2023,2,4,Exponential and Log,,1,Normal
Presbyterian High,2023,2,5,Trigonometry,R-Formula,1,Normal
Presbyterian High,2023,2,6,Differentiation,Stationary Points,1,Normal
Presbyterian High,2023,2,7,Integration,Differentiate then Integrate,1,Normal
Presbyterian High,2023,2,8,Equation and Inequality,,2,Challenging
Presbyterian High,2023,2,9,Coordinate Geometry (Circle),,1,Normal
Presbyterian High,2023,2,10,Integration - Area under curve,,1,Normal
Tanjong Katong Girls,2023,1,1,Surds,,1,Normal
Tanjong Katong Girls,2023,1,2,Equation and Inequality,,1,Normal
Tanjong Katong Girls,2023,1,3,Equation and Inequality,,1,Normal
Tanjong Katong Girls,2023,1,4,Integration,,1,Normal
Tanjong Katong Girls,2023,1,5,Partial Fractions,,2,Challenging
Tanjong Katong Girls,2023,1,6,Polynomials,,1,Normal
Tanjong Katong Girls,2023,1,7,Trigonometry,Drawing Trigo Graphs,2,Challenging
Tanjong Katong Girls,2023,1,8,Differentiation,Stationary Points,1,Normal
Tanjong Katong Girls,2023,1,9,Coordinate Geometry (Circle),,2,Challenging
Tanjong Katong Girls,2023,1,10a,Trigonometry,Proving Trigo Functions,1,Normal
Tanjong Katong Girls,2023,1,10b,Trigonometry,Solving Trigo Functions,1,Normal
Tanjong Katong Girls,2023,1,11,Proof of Plane Geometry,,,
Tanjong Katong Girls,2023,1,12,Exponential and Log,,1,Normal
Tanjong Katong Girls,2023,1,13,Differentiation,Rate of Change,1,Normal
Tanjong Katong Girls,2023,1,14,Integration - Area under curve,,2,Challenging
Tanjong Katong Girls,2023,2,1,Exponential and Log,Drawing Log / Exponential Graphs,2,Challenging
Tanjong Katong Girls,2023,2,2,Polynomials,,2,Challenging
Tanjong Katong Girls,2023,2,3,Integration,Differentiate then Integrate,1,Normal
Tanjong Katong Girls,2023,2,4,Trigonometry,R-Formula,1,Normal
Tanjong Katong Girls,2023,2,5a,Equation and Inequality,,1,Normal
Tanjong Katong Girls,2023,2,5b,Differentiation,Tangent / Normal,1,Normal
Tanjong Katong Girls,2023,2,6,Binomial Expansion,,1,Normal
Tanjong Katong Girls,2023,2,7,Linear Law,,1,Normal
Tanjong Katong Girls,2023,2,8,Kinematics,,2,Challenging
Tanjong Katong Girls,2023,2,9,Coordinate Geometry (Circle),,2,Challenging
Tanjong Katong Girls,2023,2,10,Integration - Area under curve,,3,Very Challenging
Woodgrove,2023,1,1,Surds,,1,Normal
Woodgrove,2023,1,2,Exponential and Log,,1,Normal
Woodgrove,2023,1,3,Polynomials,,2,Challenging
Woodgrove,2023,1,4,Integration,,1,Normal
Woodgrove,2023,1,5,Binomial Expansion,,1,Normal
Woodgrove,2023,1,6,Differentiation,Rate of Change,2,Challenging
Woodgrove,2023,1,7,Trigonometry,Principal Values,1,Normal
Woodgrove,2023,1,8,Exponential and Log,Drawing Log / Exponential Graphs,1,Normal
Woodgrove,2023,1,9,Equation and Inequality,,1,Normal
Woodgrove,2023,1,10,Trigonometry,Drawing Trigo Graphs,2,Challenging
Woodgrove,2023,1,11,Proof of Plane Geometry,,,
Woodgrove,2023,1,12,Differentiation,Stationary Points,1,Normal
Woodgrove,2023,1,13,Coordinate Geometry,,1,Normal
Woodgrove,2023,1,14,Kinematics,,2,Challenging
Woodgrove,2023,2,1,Integration,Differentiate then Integrate,1,Normal
Woodgrove,2023,2,2a,Trigonometry,Proving Trigo Functions,1,Normal
Woodgrove,2023,2,2b,Trigonometry,Solving Trigo Functions,1,Normal
Woodgrove,2023,2,3,Partial Fractions,,1,Normal
Woodgrove,2023,2,4,Integration,Tangent / Normal,1,Normal
Woodgrove,2023,2,5,Coordinate Geometry (Circle),,2,Challenging
Woodgrove,2023,2,6,Exponential and Log,,1,Normal
Woodgrove,2023,2,7,Equation and Inequality,,2,Challenging
Woodgrove,2023,2,8,Integration - Area under curve,,2,Challenging
Woodgrove,2023,2,9,Trigonometry,R-Formula,1,Normal
Woodgrove,2023,2,10,Linear Law,,1,Normal
Zhenghua,2023,1,1,Polynomials,,2,Challenging
Zhenghua,2023,1,2,Partial Fractions,,1,Normal
Zhenghua,2023,1,3,Trigonometry,Drawing Trigo Graphs,1,Normal
Zhenghua,2023,1,4,Coordinate Geometry,,1,Normal
Zhenghua,2023,1,5,Linear Law,,1,Normal
Zhenghua,2023,1,6,Surds,,2,Challenging
Zhenghua,2023,1,7,Kinematics,,1,Normal
Zhenghua,2023,1,8,Polynomials,,2,Challenging
Zhenghua,2023,1,9,Integration,Area under curve,1,Normal
Zhenghua,2023,1,10,Equation and Inequality,,1,Normal
Zhenghua,2023,1,11,Proof of Plane Geometry,,,
Zhenghua,2023,1,12,Binomial Expansion,,1,Normal
Zhenghua,2023,1,13,Differentiation,Tangent / Normal,2,Challenging
Zhenghua,2023,2,1,Trigonometry,Special Angles,1,Normal
Zhenghua,2023,2,2,Exponential and Log,,1,Normal
Zhenghua,2023,2,3,Exponential and Log,,1,Normal
Zhenghua,2023,2,4,Polynomials,,1,Normal
Zhenghua,2023,2,5,Integration,Differentiate then Integrate,1,Normal
Zhenghua,2023,2,6a,Trigonometry,Proving Trigo Functions,2,Challenging
Zhenghua,2023,2,6b,Trigonometry,Solving Trigo Functions,1,Normal
Zhenghua,2023,2,7,Differentiation,Stationary Points,1,Normal
Zhenghua,2023,2,8,Trigonometry,R-Formula,1,Normal
Zhenghua,2023,2,"9a, b",Differentiation,Rate of Change,1,Normal
Zhenghua,2023,2,9c,Integration,Differentiate then Integrate,1,Normal
Zhenghua,2023,2,10,Integration - Area under curve,,2,Challenging
Zhenghua,2023,2,11,Coordinate Geometry (Circle),,3,Very Challenging
